2025-05-14 09:07:21.639 | SUCCESS  | utils.logging:69 | Sistema de logging inicializado com sucesso!
2025-05-14 15:00:20.800 | DEBUG    | logging:1706 | Request options: {'method': 'post', 'url': '/embeddings', 'files': None, 'idempotency_key': 'stainless-python-retry-a6e64257-c961-40d7-aafd-626ff3b229e4', 'post_parser': <function Embeddings.create.<locals>.parser at 0x13e7ca660>, 'json_data': {'input': [[50, 198, 6486, 17329, 5456, 507, 350, 2716, 45656, 3895, 452, 46144, 984, 198, 5154, 22534, 21717, 21, 198, 793, 60359, 32, 435, 1507, 643, 835, 92440, 9503, 19333, 1950, 1750, 198, 16818, 20092, 3895, 25561, 36072, 5726, 5288, 49, 1406, 41410, 198, 66410, 946, 5987, 452, 46144, 984, 3467, 48633, 90259, 198, 13396, 198, 37490, 2505, 61656, 452, 46144, 984, 3467, 473, 1905, 1750, 64286, 75734, 611, 49829, 12367, 611, 18335, 44, 25141, 3467, 3501, 22272, 3791, 64242, 198, 17, 13, 220, 16, 452, 11662, 469, 5745, 33, 41992, 11662, 198, 27712, 72161, 18335, 36, 61656, 22813, 3204, 198, 16, 29300, 473, 1905, 1750, 64286, 75734, 198, 2705, 14, 717, 14, 1049, 17, 198, 56, 36660, 691, 835, 41410, 9503, 19617, 91042, 198, 18, 14444, 11, 43601, 469, 69692, 3467, 16473, 34, 67053, 46, 198, 508, 14, 605, 14, 3753, 19, 79864, 20398, 36, 8743, 82050, 36, 14, 4695, 198, 19, 64, 14444, 469, 80570, 53228, 198, 1691, 14, 717, 14, 2366, 17, 198, 2790, 44391, 33941, 198, 1691, 14, 717, 14, 2366, 22, 198, 30542, 198, 35, 198, 19, 66, 61455, 13, 73854, 97365, 611, 2794, 38, 13, 469, 80570, 878, 611, 69692, 198, 5500, 23986, 198, 1242, 47, 198, 4931, 198, 19, 67, 46550, 198, 7755, 13, 12910, 13, 4645, 12, 3076, 198, 20, 452, 29300, 13990, 3931, 1308, 198, 21641, 18318, 10841, 1399, 198, 24, 45081, 13, 473, 1905, 198, 33, 198, 45, 46144, 984, 97365, 198, 13396, 1950, 3015, 68884, 198, 37, 1750, 5987, 75734, 198, 37490, 38658, 8927, 62537, 46, 22813, 3204, 198, 50, 1971, 11762, 10314, 4577, 34, 52271, 18335, 36, 61656, 22813, 3204, 198, 717, 627, 24, 198, 30542, 757, 198, 32, 198, 32, 16, 198, 33, 198, 1691, 14, 717, 14, 2366, 22, 198, 5932, 198, 34, 198, 34, 16, 198, 17, 198, 35, 198, 605, 198, 806, 198, 10822, 198, 11855, 198, 2152, 198, 34, 5484, 198, 1170, 29249, 198, 35, 5484, 78928, 9295, 3336, 72074, 10528, 6483, 34735, 946, 198, 5154, 22534, 21717, 21, 198, 717, 76960, 643, 13114, 47013, 127, 243, 1600, 198, 32, 512, 40181, 198, 49413, 2089, 15116, 1111, 1170, 11, 10504, 198, 23644, 198, 37103, 39432, 18609, 5358, 91121, 5091, 5358, 33941, 622, 1899, 43996, 198, 35, 7618, 50758, 9483, 7157, 20398, 36, 482, 41343, 49, 1111, 10504, 198, 5045, 691, 835, 41410, 9503, 469, 80570, 878, 198, 23000, 20945, 21032, 4578, 198, 4931, 20907, 7261, 26114, 198, 57989, 46, 480, 45584, 46, 9503, 328, 1112]], 'model': 'text-embedding-ada-002', 'encoding_format': 'base64'}}
2025-05-14 15:00:20.800 | DEBUG    | logging:1706 | Sending HTTP Request: POST https://api.openai.com/v1/embeddings
2025-05-14 15:00:20.800 | DEBUG    | logging:1706 | connect_tcp.started host='api.openai.com' port=443 local_address=None timeout=None socket_options=None
2025-05-14 15:00:20.827 | DEBUG    | logging:1706 | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x13e80a410>
2025-05-14 15:00:20.827 | DEBUG    | logging:1706 | start_tls.started ssl_context=<ssl.SSLContext object at 0x13cf5ae70> server_hostname='api.openai.com' timeout=None
2025-05-14 15:00:20.858 | DEBUG    | logging:1706 | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x13e841550>
2025-05-14 15:00:20.859 | DEBUG    | logging:1706 | send_request_headers.started request=<Request [b'POST']>
2025-05-14 15:00:20.859 | DEBUG    | logging:1706 | send_request_headers.complete
2025-05-14 15:00:20.859 | DEBUG    | logging:1706 | send_request_body.started request=<Request [b'POST']>
2025-05-14 15:00:20.859 | DEBUG    | logging:1706 | send_request_body.complete
2025-05-14 15:00:20.859 | DEBUG    | logging:1706 | receive_response_headers.started request=<Request [b'POST']>
2025-05-14 15:00:21.438 | DEBUG    | logging:1706 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Wed, 14 May 2025 19:00:21 GMT'), (b'Content-Type', b'application/json'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'access-control-allow-origin', b'*'), (b'access-control-expose-headers', b'X-Request-ID'), (b'openai-model', b'text-embedding-ada-002-v2'), (b'openai-organization', b'meta-servicos-em-informatica'), (b'openai-processing-ms', b'174'), (b'openai-version', b'2020-10-01'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'via', b'envoy-router-bd898c55c-n7584'), (b'x-envoy-upstream-service-time', b'180'), (b'x-ratelimit-limit-requests', b'5000'), (b'x-ratelimit-limit-tokens', b'1000000'), (b'x-ratelimit-remaining-requests', b'4999'), (b'x-ratelimit-remaining-tokens', b'999589'), (b'x-ratelimit-reset-requests', b'12ms'), (b'x-ratelimit-reset-tokens', b'24ms'), (b'x-request-id', b'req_e33ca08d939bd684dfc4ec8e5320bfa5'), (b'cf-cache-status', b'DYNAMIC'), (b'Set-Cookie', b'__cf_bm=0J5wOiHN5BaUAXIoHEzsfAkEjd3Se_OCitSphHesO4A-1747249221-1.0.1.1-AGzFgetIz45Euy3fOniAcmX086Io733qZyj2o9N9xAlCnbPPTsvsIy2SqBaPs.g280qBXKnHUa_gNHyaGFwE0BiRUVATZxeLVPbmBIcTSPk; path=/; expires=Wed, 14-May-25 19:30:21 GMT; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), (b'X-Content-Type-Options', b'nosniff'), (b'Set-Cookie', b'_cfuvid=tMJchoc2902IrrcB6D9V9kj9u6IiWb3eY5HRumRePtg-1747249221710-0.0.1.1-604800000; path=/; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), (b'Server', b'cloudflare'), (b'CF-RAY', b'93fca3506c926268-GRU'), (b'Content-Encoding', b'gzip'), (b'alt-svc', b'h3=":443"; ma=86400')])
2025-05-14 15:00:21.441 | INFO     | logging:1706 | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2025-05-14 15:00:21.442 | DEBUG    | logging:1706 | receive_response_body.started request=<Request [b'POST']>
2025-05-14 15:00:21.444 | DEBUG    | logging:1706 | receive_response_body.complete
2025-05-14 15:00:21.444 | DEBUG    | logging:1706 | response_closed.started
2025-05-14 15:00:21.445 | DEBUG    | logging:1706 | response_closed.complete
2025-05-14 15:00:21.445 | DEBUG    | logging:1706 | HTTP Response: POST https://api.openai.com/v1/embeddings "200 OK" Headers([('date', 'Wed, 14 May 2025 19:00:21 GMT'), ('content-type', 'application/json'), ('transfer-encoding', 'chunked'), ('connection', 'keep-alive'), ('access-control-allow-origin', '*'), ('access-control-expose-headers', 'X-Request-ID'), ('openai-model', 'text-embedding-ada-002-v2'), ('openai-organization', 'meta-servicos-em-informatica'), ('openai-processing-ms', '174'), ('openai-version', '2020-10-01'), ('strict-transport-security', 'max-age=31536000; includeSubDomains; preload'), ('via', 'envoy-router-bd898c55c-n7584'), ('x-envoy-upstream-service-time', '180'), ('x-ratelimit-limit-requests', '5000'), ('x-ratelimit-limit-tokens', '1000000'), ('x-ratelimit-remaining-requests', '4999'), ('x-ratelimit-remaining-tokens', '999589'), ('x-ratelimit-reset-requests', '12ms'), ('x-ratelimit-reset-tokens', '24ms'), ('x-request-id', 'req_e33ca08d939bd684dfc4ec8e5320bfa5'), ('cf-cache-status', 'DYNAMIC'), ('set-cookie', '__cf_bm=0J5wOiHN5BaUAXIoHEzsfAkEjd3Se_OCitSphHesO4A-1747249221-1.0.1.1-AGzFgetIz45Euy3fOniAcmX086Io733qZyj2o9N9xAlCnbPPTsvsIy2SqBaPs.g280qBXKnHUa_gNHyaGFwE0BiRUVATZxeLVPbmBIcTSPk; path=/; expires=Wed, 14-May-25 19:30:21 GMT; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), ('x-content-type-options', 'nosniff'), ('set-cookie', '_cfuvid=tMJchoc2902IrrcB6D9V9kj9u6IiWb3eY5HRumRePtg-1747249221710-0.0.1.1-604800000; path=/; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), ('server', 'cloudflare'), ('cf-ray', '93fca3506c926268-GRU'), ('content-encoding', 'gzip'), ('alt-svc', 'h3=":443"; ma=86400')])
2025-05-14 15:00:21.445 | DEBUG    | logging:1706 | request_id: req_e33ca08d939bd684dfc4ec8e5320bfa5
2025-05-14 15:00:21.450 | INFO     | api.routes:300 | Documento armazenado com ID: 37da459c-1822-40a3-afdd-de142e228f18
2025-05-14 15:00:21.450 | INFO     | utils.document_logging:73 | ✅ PROCESSAMENTO CONCLUÍDO | ID: f3b416 | Documento: WhatsApp Image 2025-05-14 at 10.25.10.jpeg | Método: CNH | Tempo: 11.774s | Estatísticas: {"document_type": "CNH", "extraction_fields": 13, "storage_id": "37da459c-1822-40a3-afdd-de142e228f18", "text_length": 915}
2025-05-14 15:00:21.450 | SUCCESS  | api.routes:325 | Documento processado com sucesso em 0:00:11.774123
2025-05-14 15:00:21.451 | INFO     | logging:1706 | 127.0.0.1:60389 - "POST /api/v1/extract HTTP/1.1" 200
2025-05-14 15:18:19.832 | SUCCESS  | utils.logging:117 | Sistema de logging unificado inicializado com sucesso!
2025-05-14 15:18:19.840 | INFO     | __main__:66 | Iniciando servidor em 0.0.0.0:8000
2025-05-14 15:18:26.073 | SUCCESS  | utils.logging:117 | Sistema de logging unificado inicializado com sucesso!
2025-05-14 15:18:26.105 | SUCCESS  | utils.logging:117 | Sistema de logging unificado inicializado com sucesso!
2025-05-14 15:18:26.112 | INFO     | logging:1706 | Started server process [5798]
2025-05-14 15:18:26.112 | INFO     | logging:1706 | Waiting for application startup.
2025-05-14 15:18:26.113 | SUCCESS  | main:31 | ========== Aplicação iniciada com sucesso ==========
2025-05-14 15:18:26.113 | INFO     | main:32 | Servidor rodando em http://0.0.0.0:8000
2025-05-14 15:18:26.113 | INFO     | logging:1706 | Application startup complete.
2025-05-14 15:18:46.703 | INFO     | utils.document_logging:89 | 🌐 API POST | Endpoint: /extract | ID: b7c3e7 | Documento: CONTRATO SOCIAL DE CONSTITUIÇÃO TPS AUTOMAÇÃO E TECNOLOGIA LTDA 11 04 2023.pdf
2025-05-14 15:18:46.703 | INFO     | utils.document_logging:20 | 🔄 INÍCIO PROCESSAMENTO | ID: b7c3e7 | Documento: CONTRATO SOCIAL DE CONSTITUIÇÃO TPS AUTOMAÇÃO E TECNOLOGIA LTDA 11 04 2023.pdf 
2025-05-14 15:18:46.705 | INFO     | utils.document_logging:20 | 🔄 INÍCIO PROCESSAMENTO | ID: 4ef9c8 | Documento: CONTRATO SOCIAL DE CONSTITUIÇÃO TPS AUTOMAÇÃO E TECNOLOGIA LTDA 11 04 2023.pdf | Tipo: pdf
2025-05-14 15:18:46.706 | INFO     | ocr.document_processor:155 | Iniciando extração de texto | ID: 4ef9c8 | Arquivo: CONTRATO SOCIAL DE CONSTITUIÇÃO TPS AUTOMAÇÃO E TECNOLOGIA LTDA 11 04 2023.pdf | Tamanho: 2957.1KB
2025-05-14 15:18:46.706 | INFO     | ocr.document_processor:534 | Analisando documento | ID: b7ba7f | Extensão: pdf | Tamanho: 2957.1KB
2025-05-14 15:18:46.731 | INFO     | logging:1706 | pikepdf C++ to Python logger bridge initialized
2025-05-14 15:18:46.769 | INFO     | ocr.document_processor:564 | PDF com camada de texto detectado | ID: b7ba7f | Qualidade: 0.75
2025-05-14 15:18:46.770 | INFO     | ocr.document_processor:623 | Documento analisado em 0.063s | ID: b7ba7f | Tipo: pdf | Qualidade: 0.75
2025-05-14 15:18:46.772 | INFO     | utils.document_logging:27 | 🟢 DOCLING LOCAL | ID: 4ef9c8 | Documento: CONTRATO SOCIAL DE CONSTITUIÇÃO TPS AUTOMAÇÃO E TECNOLOGIA LTDA 11 04 2023.pdf | Tipo: pdf | Modelo: Docling Converter
2025-05-14 15:18:46.772 | INFO     | ocr.document_processor:207 | Iniciando conversão com Docling | ID: 4ef9c8
2025-05-14 15:18:46.842 | INFO     | logging:1706 | Going to convert document batch...
2025-05-14 15:18:47.160 | INFO     | logging:1706 | Accelerator device: 'mps'
2025-05-14 15:18:49.460 | INFO     | logging:1706 | Accelerator device: 'mps'
2025-05-14 15:18:50.375 | INFO     | logging:1706 | Accelerator device: 'mps'
2025-05-14 15:18:50.782 | INFO     | logging:1706 | Processing document tmp6qkpmzom.pdf
2025-05-14 15:19:13.157 | INFO     | logging:1706 | Finished converting document tmp6qkpmzom.pdf in 26.38 sec.
2025-05-14 15:19:13.221 | INFO     | ocr.document_processor:247 | Docling extraiu texto com sucesso: 19832 caracteres, 470 linhas
2025-05-14 15:19:13.221 | INFO     | ocr.document_processor:261 | Detectadas 32 tags de imagem | ID: 4ef9c8
2025-05-14 15:19:13.222 | INFO     | ocr.document_processor:265 | Direcionando para Azure devido à Alta quantidade de áreas não extraídas (32 tags de imagem)
2025-05-14 15:19:13.223 | WARNING  | utils.document_logging:64 | ⚠️ FALLBACK | ID: 4ef9c8 | Documento: CONTRATO SOCIAL DE CONSTITUIÇÃO TPS AUTOMAÇÃO E TECNOLOGIA LTDA 11 04 2023.pdf | De: Docling → Para: Azure | Motivo: Alta quantidade de áreas não extraídas (32 tags de imagem)
2025-05-14 15:19:13.223 | WARNING  | utils.document_logging:35 | 🔵 AZURE API | ID: 4ef9c8 | Documento: CONTRATO SOCIAL DE CONSTITUIÇÃO TPS AUTOMAÇÃO E TECNOLOGIA LTDA 11 04 2023.pdf  | Serviço: Document Intelligence 
2025-05-14 15:19:13.223 | INFO     | ocr.document_processor:642 | Iniciando extração com Azure | ID: 4ef9c8
2025-05-14 15:19:13.225 | INFO     | utils.azure_tracker:208 | 🔵 AZURE prebuilt-layout | sucesso | document_intelligence | Doc: 4ef9c8 | 1 página(s) | 2.89MB | $0.0050
2025-05-14 15:19:13.228 | INFO     | logging:1706 | Request URL: 'https://back-to-back-lear.cognitiveservices.azure.com//documentintelligence/documentModels/prebuilt-layout:analyze?api-version=REDACTED'
Request method: 'POST'
Request headers:
    'Content-Length': '3028084'
    'content-type': 'application/octet-stream'
    'Accept': 'application/json'
    'x-ms-client-request-id': '51e210c8-30f8-11f0-a60e-0a263fac6c94'
    'User-Agent': 'azsdk-python-ai-documentintelligence/1.0.2 Python/3.11.12 (macOS-15.4.1-arm64-arm-64bit)'
    'Ocp-Apim-Subscription-Key': 'REDACTED'
A body is sent with the request
2025-05-14 15:19:16.432 | INFO     | logging:1706 | Response status: 202
Response headers:
    'Content-Length': '0'
    'Operation-Location': 'REDACTED'
    'x-envoy-upstream-service-time': 'REDACTED'
    'apim-request-id': 'REDACTED'
    'Strict-Transport-Security': 'REDACTED'
    'x-content-type-options': 'REDACTED'
    'x-ms-region': 'REDACTED'
    'Date': 'Wed, 14 May 2025 19:19:16 GMT'
2025-05-14 15:19:16.434 | INFO     | logging:1706 | Request URL: 'https://back-to-back-lear.cognitiveservices.azure.com/documentintelligence/documentModels/prebuilt-layout/analyzeResults/ad2f9ed2-6030-4f60-b49d-13d1d7036414?api-version=REDACTED'
Request method: 'GET'
Request headers:
    'x-ms-client-request-id': '51e210c8-30f8-11f0-a60e-0a263fac6c94'
    'User-Agent': 'azsdk-python-ai-documentintelligence/1.0.2 Python/3.11.12 (macOS-15.4.1-arm64-arm-64bit)'
    'Ocp-Apim-Subscription-Key': 'REDACTED'
No body was attached to the request
2025-05-14 15:19:16.737 | INFO     | logging:1706 | Response status: 200
Response headers:
    'Content-Length': '106'
    'Content-Type': 'application/json; charset=utf-8'
    'retry-after': '1'
    'x-envoy-upstream-service-time': 'REDACTED'
    'apim-request-id': 'REDACTED'
    'Strict-Transport-Security': 'REDACTED'
    'x-content-type-options': 'REDACTED'
    'x-ms-region': 'REDACTED'
    'Date': 'Wed, 14 May 2025 19:19:16 GMT'
2025-05-14 15:19:17.743 | INFO     | logging:1706 | Request URL: 'https://back-to-back-lear.cognitiveservices.azure.com/documentintelligence/documentModels/prebuilt-layout/analyzeResults/ad2f9ed2-6030-4f60-b49d-13d1d7036414?api-version=REDACTED'
Request method: 'GET'
Request headers:
    'x-ms-client-request-id': '51e210c8-30f8-11f0-a60e-0a263fac6c94'
    'User-Agent': 'azsdk-python-ai-documentintelligence/1.0.2 Python/3.11.12 (macOS-15.4.1-arm64-arm-64bit)'
    'Ocp-Apim-Subscription-Key': 'REDACTED'
No body was attached to the request
2025-05-14 15:19:18.070 | INFO     | logging:1706 | Response status: 200
Response headers:
    'Content-Length': '106'
    'Content-Type': 'application/json; charset=utf-8'
    'retry-after': '1'
    'x-envoy-upstream-service-time': 'REDACTED'
    'apim-request-id': 'REDACTED'
    'Strict-Transport-Security': 'REDACTED'
    'x-content-type-options': 'REDACTED'
    'x-ms-region': 'REDACTED'
    'Date': 'Wed, 14 May 2025 19:19:17 GMT'
2025-05-14 15:19:19.073 | INFO     | logging:1706 | Request URL: 'https://back-to-back-lear.cognitiveservices.azure.com/documentintelligence/documentModels/prebuilt-layout/analyzeResults/ad2f9ed2-6030-4f60-b49d-13d1d7036414?api-version=REDACTED'
Request method: 'GET'
Request headers:
    'x-ms-client-request-id': '51e210c8-30f8-11f0-a60e-0a263fac6c94'
    'User-Agent': 'azsdk-python-ai-documentintelligence/1.0.2 Python/3.11.12 (macOS-15.4.1-arm64-arm-64bit)'
    'Ocp-Apim-Subscription-Key': 'REDACTED'
No body was attached to the request
2025-05-14 15:19:19.399 | INFO     | logging:1706 | Response status: 200
Response headers:
    'Content-Length': '106'
    'Content-Type': 'application/json; charset=utf-8'
    'retry-after': '1'
    'x-envoy-upstream-service-time': 'REDACTED'
    'apim-request-id': 'REDACTED'
    'Strict-Transport-Security': 'REDACTED'
    'x-content-type-options': 'REDACTED'
    'x-ms-region': 'REDACTED'
    'Date': 'Wed, 14 May 2025 19:19:19 GMT'
2025-05-14 15:19:20.405 | INFO     | logging:1706 | Request URL: 'https://back-to-back-lear.cognitiveservices.azure.com/documentintelligence/documentModels/prebuilt-layout/analyzeResults/ad2f9ed2-6030-4f60-b49d-13d1d7036414?api-version=REDACTED'
Request method: 'GET'
Request headers:
    'x-ms-client-request-id': '51e210c8-30f8-11f0-a60e-0a263fac6c94'
    'User-Agent': 'azsdk-python-ai-documentintelligence/1.0.2 Python/3.11.12 (macOS-15.4.1-arm64-arm-64bit)'
    'Ocp-Apim-Subscription-Key': 'REDACTED'
No body was attached to the request
2025-05-14 15:19:22.882 | INFO     | logging:1706 | Response status: 200
Response headers:
    'Content-Length': '505244'
    'Content-Type': 'application/json; charset=utf-8'
    'x-envoy-upstream-service-time': 'REDACTED'
    'apim-request-id': 'REDACTED'
    'Strict-Transport-Security': 'REDACTED'
    'x-content-type-options': 'REDACTED'
    'x-ms-region': 'REDACTED'
    'Date': 'Wed, 14 May 2025 19:19:20 GMT'
2025-05-14 15:19:23.136 | INFO     | utils.azure_tracker:208 | 🔵 AZURE prebuilt-layout | sucesso | document_intelligence | Doc: 4ef9c8 | 8 página(s) | 2.89MB | $0.0400
2025-05-14 15:19:23.137 | INFO     | utils.document_logging:47 | 🔵 EXTRAÇÃO AZURE | ID: 4ef9c8 | Documento: tmp6qkpmzom.pdf | Caracteres: 16038 | Linhas: 372 
2025-05-14 15:19:23.137 | INFO     | ocr.document_processor:700 | Extração Azure concluída | ID: 4ef9c8 | Tempo: 9.914s | Páginas: 8 | Caracteres: 16038
2025-05-14 15:19:23.144 | INFO     | ocr.document_processor:517 | Análise de qualidade do texto | ID: 4ef9c8-azure | Qualidade: 0.93
2025-05-14 15:19:23.144 | INFO     | ocr.document_processor:362 | Azure extraiu 16038 caracteres em 9.915s (qualidade: 0.93) | ID: 4ef9c8
2025-05-14 15:19:23.144 | INFO     | utils.document_logging:56 | 🔵 QUALIDADE AZURE | ID: 4ef9c8 | Documento: CONTRATO SOCIAL DE CONSTITUIÇÃO TPS AUTOMAÇÃO E TECNOLOGIA LTDA 11 04 2023.pdf | Score: 0.93 | Métricas: {"caracteres": 16038, "linhas": 372, "tempo_processamento": "9.915s"}
2025-05-14 15:19:23.144 | INFO     | ocr.document_processor:374 | Usando resultado do Azure | ID: 4ef9c8
2025-05-14 15:19:23.144 | INFO     | utils.document_logging:47 | 🔵 EXTRAÇÃO AZURE | ID: 4ef9c8 | Documento: CONTRATO SOCIAL DE CONSTITUIÇÃO TPS AUTOMAÇÃO E TECNOLOGIA LTDA 11 04 2023.pdf | Caracteres: 16038 | Linhas: 372 | Qualidade: 0.93
2025-05-14 15:19:23.146 | INFO     | ocr.document_processor:406 | Extração concluída em 36.441s | ID: 4ef9c8
2025-05-14 15:19:23.146 | INFO     | utils.document_logging:73 | 🔵 PROCESSAMENTO CONCLUÍDO | ID: 4ef9c8 | Documento: CONTRATO SOCIAL DE CONSTITUIÇÃO TPS AUTOMAÇÃO E TECNOLOGIA LTDA 11 04 2023.pdf | Método: Azure | Tempo: 36.441s | Estatísticas: {"tempo_total": "36.441s", "tamanho_arquivo": "2957.1KB", "tipo_documento": "pdf", "qualidade_detectada": "0.75", "texto_extraido_chars": 16037, "texto_extraido_linhas": 372, "metodo_principal": "Azure"}
2025-05-14 15:19:23.150 | INFO     | classification.classifier:215 | Classificando documento...
2025-05-14 15:19:23.150 | INFO     | utils.document_logging:20 | 🔄 INÍCIO PROCESSAMENTO | ID: 3dcc54 | Documento: documento-3dcc54 | Tipo: Classificação
2025-05-14 15:19:23.162 | INFO     | utils.document_logging:97 | 🏷️ CLASSIFICAÇÃO | ID: 3dcc54 | Documento: documento-3dcc54 | Tipo: Em andamento...  
2025-05-14 15:19:24.910 | INFO     | logging:1706 | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-05-14 15:19:24.920 | INFO     | utils.llm_tracker:267 | 🟢 LLM gpt-4.1-mini | sucesso | 1291 in | 2 out | Custo: $0.0388 | Doc: documento-3dcc54 (3dcc54)
2025-05-14 15:19:24.921 | SUCCESS  | classification.classifier:281 | Documento classificado como: Contrato Social em 1.770s
2025-05-14 15:19:24.921 | INFO     | utils.document_logging:97 | 🏷️ CLASSIFICAÇÃO | ID: 3dcc54 | Documento: documento-3dcc54 | Tipo: Contrato Social | Confiança: 0.95 | Tempo: 1.770s
2025-05-14 15:19:24.921 | INFO     | utils.document_logging:97 | 🏷️ CLASSIFICAÇÃO | ID: b7c3e7 | Documento: CONTRATO SOCIAL DE CONSTITUIÇÃO TPS AUTOMAÇÃO E TECNOLOGIA LTDA 11 04 2023.pdf | Tipo: Contrato Social  | Tempo: 1.772s
2025-05-14 15:19:25.032 | INFO     | logging:1706 | Extracting data from Contrato Social...
2025-05-14 15:19:29.499 | INFO     | logging:1706 | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-05-14 15:19:29.516 | INFO     | logging:1706 | Successfully extracted data from Contrato Social
2025-05-14 15:19:29.516 | INFO     | utils.document_logging:47 | 📄 EXTRAÇÃO EXTRACTOR | ID: b7c3e7 | Documento: CONTRATO SOCIAL DE CONSTITUIÇÃO TPS AUTOMAÇÃO E TECNOLOGIA LTDA 11 04 2023.pdf | Caracteres: 16037 | Linhas: 372 
2025-05-14 15:19:30.767 | INFO     | logging:1706 | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2025-05-14 15:19:30.774 | INFO     | api.routes:300 | Documento armazenado com ID: 85c1c063-7851-465d-be99-b244f3f9314d
2025-05-14 15:19:30.774 | INFO     | utils.document_logging:73 | ✅ PROCESSAMENTO CONCLUÍDO | ID: b7c3e7 | Documento: CONTRATO SOCIAL DE CONSTITUIÇÃO TPS AUTOMAÇÃO E TECNOLOGIA LTDA 11 04 2023.pdf | Método: Contrato Social | Tempo: 44.070s | Estatísticas: {"document_type": "Contrato Social", "extraction_fields": 16, "storage_id": "85c1c063-7851-465d-be99-b244f3f9314d", "text_length": 16037}
2025-05-14 15:19:30.774 | SUCCESS  | api.routes:325 | Documento processado com sucesso em 0:00:44.070439
2025-05-14 15:19:30.778 | INFO     | logging:1706 | 127.0.0.1:60828 - "POST /api/v1/extract HTTP/1.1" 200
2025-05-27 15:33:32.921 | SUCCESS  | utils.logging:117 | Sistema de logging unificado inicializado com sucesso!
2025-05-27 15:33:32.930 | INFO     | __main__:66 | Iniciando servidor em 0.0.0.0:8000
2025-05-27 15:33:39.705 | SUCCESS  | utils.logging:117 | Sistema de logging unificado inicializado com sucesso!
2025-05-27 15:33:39.743 | SUCCESS  | utils.logging:117 | Sistema de logging unificado inicializado com sucesso!
2025-05-27 15:33:39.750 | INFO     | logging:1706 | Started server process [44553]
2025-05-27 15:33:39.750 | INFO     | logging:1706 | Waiting for application startup.
2025-05-27 15:33:39.751 | SUCCESS  | main:31 | ========== Aplicação iniciada com sucesso ==========
2025-05-27 15:33:39.751 | INFO     | main:32 | Servidor rodando em http://0.0.0.0:8000
2025-05-27 15:33:39.751 | INFO     | logging:1706 | Application startup complete.
2025-05-27 15:34:41.724 | INFO     | logging:1706 | 127.0.0.1:51307 - "GET /docs HTTP/1.1" 200
2025-05-27 15:34:42.150 | INFO     | logging:1706 | 127.0.0.1:51307 - "GET /openapi.json HTTP/1.1" 200
2025-05-27 15:44:03.414 | INFO     | utils.document_logging:89 | 🌐 API POST | Endpoint: /extract | ID: f0a181 | Documento: CNH-e.pdf
2025-05-27 15:44:03.414 | INFO     | utils.document_logging:20 | 🔄 INÍCIO PROCESSAMENTO | ID: f0a181 | Documento: CNH-e.pdf 
2025-05-27 15:44:03.414 | INFO     | utils.document_logging:20 | 🔄 INÍCIO PROCESSAMENTO | ID: ea25d0 | Documento: CNH-e.pdf | Tipo: pdf
2025-05-27 15:44:03.414 | INFO     | ocr.document_processor:155 | Iniciando extração de texto | ID: ea25d0 | Arquivo: CNH-e.pdf | Tamanho: 284.0KB
2025-05-27 15:44:03.414 | INFO     | ocr.document_processor:534 | Analisando documento | ID: ee957a | Extensão: pdf | Tamanho: 284.0KB
2025-05-27 15:44:03.767 | INFO     | logging:1706 | pikepdf C++ to Python logger bridge initialized
2025-05-27 15:44:03.835 | INFO     | ocr.document_processor:564 | PDF com camada de texto detectado | ID: ee957a | Qualidade: 0.75
2025-05-27 15:44:03.836 | INFO     | ocr.document_processor:623 | Documento analisado em 0.421s | ID: ee957a | Tipo: pdf | Qualidade: 0.75
2025-05-27 15:44:03.837 | INFO     | utils.document_logging:27 | 🟢 DOCLING LOCAL | ID: ea25d0 | Documento: CNH-e.pdf | Tipo: pdf | Modelo: Docling Converter
2025-05-27 15:44:03.837 | INFO     | ocr.document_processor:207 | Iniciando conversão com Docling | ID: ea25d0
2025-05-27 15:44:03.885 | INFO     | logging:1706 | Going to convert document batch...
2025-05-27 15:44:04.355 | INFO     | logging:1706 | Accelerator device: 'mps'
2025-05-27 15:44:06.828 | INFO     | logging:1706 | Accelerator device: 'mps'
2025-05-27 15:44:07.777 | INFO     | logging:1706 | Accelerator device: 'mps'
2025-05-27 15:44:08.197 | INFO     | logging:1706 | Processing document tmp8ry8wrj3.pdf
2025-05-27 15:44:25.989 | INFO     | logging:1706 | Finished converting document tmp8ry8wrj3.pdf in 22.15 sec.
